Lanskod;Lan;aldersgrupp;Vaccinationsvecka;Vaccinationsstatus;Befolkning;Antal;Andel;;;;
00;| Sverige |;30-39;2021-03;Minst 3 doser;1437786;0;0%;;;;
00;| Sverige |;30-39;2021-04;Minst 3 doser;1437786;0;0%;;;;
00;| Sverige |;30-39;2021-05;Minst 3 doser;1437786;0;0%;;;;
00;| Sverige |;30-39;2021-06;Minst 3 doser;1437786;0;0%;;;;
00;| Sverige |;30-39;2021-07;Minst 3 doser;1437786;0;0%;;;;
00;| Sverige |;30-39;2021-08;Minst 3 doser;1437786;0;0%;;;;
00;| Sverige |;30-39;2021-09;Minst 3 doser;1437786;0;0%;;;;
00;| Sverige |;30-39;2021-10;Minst 3 doser;1437786;0;0%;;;;
00;| Sverige |;30-39;2021-11;Minst 3 doser;1437786;0;0%;;;;
00;| Sverige |;30-39;2021-12;Minst 3 doser;1437786;0;0%;;;;
00;| Sverige |;30-39;2021-13;Minst 3 doser;1437786;0;0%;;;;
00;| Sverige |;30-39;2021-14;Minst 3 doser;1437786;0;0%;;;;
00;| Sverige |;30-39;2021-15;Minst 3 doser;1437786;0;0%;;;;
00;| Sverige |;30-39;2021-16;Minst 3 doser;1437786;0;0%;;;;
00;| Sverige |;30-39;2021-17;Minst 3 doser;1437786;0;0%;;;;
00;| Sverige |;30-39;2021-18;Minst 3 doser;1437786;0;0%;;;;
00;| Sverige |;30-39;2021-19;Minst 3 doser;1437786;0;0%;;;;
00;| Sverige |;30-39;2021-20;Minst 3 doser;1437786;0;0%;;;;
00;| Sverige |;30-39;2021-21;Minst 3 doser;1437786;0;0%;;;;
00;| Sverige |;30-39;2021-22;Minst 3 doser;1437786;0;0%;;;;
00;| Sverige |;30-39;2021-23;Minst 3 doser;1437786;0;0%;;;;
00;| Sverige |;30-39;2021-24;Minst 3 doser;1437786;0;0%;;;;
00;| Sverige |;30-39;2021-25;Minst 3 doser;1437786;0;0%;;;;
00;| Sverige |;30-39;2021-26;Minst 3 doser;1437786;0;0%;;;;
00;| Sverige |;30-39;2021-27;Minst 3 doser;1437786;0;0%;;;;
00;| Sverige |;30-39;2021-28;Minst 3 doser;1437786;0;0%;;;;
00;| Sverige |;30-39;2021-29;Minst 3 doser;1437786;0;0%;;;;
00;| Sverige |;30-39;2021-30;Minst 3 doser;1437786;0;0%;;;;
00;| Sverige |;30-39;2021-31;Minst 3 doser;1437786;0;0%;;;;
00;| Sverige |;30-39;2021-32;Minst 3 doser;1437786;0;0%;;;;
00;| Sverige |;30-39;2021-33;Minst 3 doser;1437786;0;0%;;;;
00;| Sverige |;30-39;2021-34;Minst 3 doser;1437786;0;0%;;;;
00;| Sverige |;30-39;2021-35;Minst 3 doser;1437786;7;0%;;;;
00;| Sverige |;30-39;2021-36;Minst 3 doser;1437786;65;0%;;;;
00;| Sverige |;30-39;2021-37;Minst 3 doser;1437786;345;0%;;;;
00;| Sverige |;30-39;2021-38;Minst 3 doser;1437786;697;0%;;;;
00;| Sverige |;30-39;2021-39;Minst 3 doser;1437786;1014;0%;;;;
00;| Sverige |;30-39;2021-40;Minst 3 doser;1437786;1338;0%;;;;
00;| Sverige |;30-39;2021-41;Minst 3 doser;1437786;1719;0%;;;;
00;| Sverige |;30-39;2021-42;Minst 3 doser;1437786;2265;0%;;;;
00;| Sverige |;30-39;2021-43;Minst 3 doser;1437786;2750;0%;;;;
00;| Sverige |;30-39;2021-44;Minst 3 doser;1437786;4166;0%;;;;
00;| Sverige |;30-39;2021-45;Minst 3 doser;1437786;6993;0%;;;;
00;| Sverige |;30-39;2021-46;Minst 3 doser;1437786;10445;1%;;;;
00;| Sverige |;30-39;2021-47;Minst 3 doser;1437786;15633;1%;;;;
00;| Sverige |;30-39;2021-48;Minst 3 doser;1437786;24916;2%;;;;
00;| Sverige |;30-39;2021-49;Minst 3 doser;1437786;41680;3%;;;;
00;| Sverige |;30-39;2021-50;Minst 3 doser;1437786;65992;5%;;;;
00;| Sverige |;30-39;2021-51;Minst 3 doser;1437786;76447;5%;;;;
00;| Sverige |;30-39;2021-52;Minst 3 doser;1437786;82645;6%;;;;
00;| Sverige |;30-39;2022-01;Minst 3 doser;1437786;93658;7%;;;;
00;| Sverige |;30-39;2022-02;Minst 3 doser;1437786;128385;9%;;;;
00;| Sverige |;30-39;2022-03;Minst 3 doser;1437786;210397;15%;;;;
00;| Sverige |;30-39;2022-04;Minst 3 doser;1437786;308799;21%;;;;
00;| Sverige |;30-39;2022-05;Minst 3 doser;1437786;400579;28%;;;;
00;| Sverige |;30-39;2022-06;Minst 3 doser;1437786;468785;33%;;;;
00;| Sverige |;30-39;2022-07;Minst 3 doser;1437786;512414;36%;;;;
00;| Sverige |;30-39;2022-08;Minst 3 doser;1437786;540542;38%;;;;
00;| Sverige |;30-39;2022-09;Minst 3 doser;1437786;558255;39%;;;;
00;| Sverige |;30-39;2022-10;Minst 3 doser;1437786;571124;40%;;;;
00;| Sverige |;30-39;2022-11;Minst 3 doser;1437786;586110;41%;;;;
00;| Sverige |;30-39;2022-12;Minst 3 doser;1437786;596256;41%;;;;
00;| Sverige |;30-39;2022-13;Minst 3 doser;1437786;605260;42%;;;;
00;| Sverige |;30-39;2022-14;Minst 3 doser;1437786;607442;42%;;;;
00;| Sverige |;40-49;2020-52;Minst 2 doser;1299227;0;0%;;;;
00;| Sverige |;40-49;2020-53;Minst 2 doser;1299227;0;0%;;;;
00;| Sverige |;40-49;2021-01;Minst 2 doser;1299227;0;0%;;;;
00;| Sverige |;40-49;2021-02;Minst 2 doser;1299227;0;0%;;;;
00;| Sverige |;40-49;2021-03;Minst 2 doser;1299227;386;0%;;;;
00;| Sverige |;40-49;2021-04;Minst 2 doser;1299227;1586;0%;;;;
00;| Sverige |;40-49;2021-05;Minst 2 doser;1299227;7282;1%;;;;
00;| Sverige |;40-49;2021-06;Minst 2 doser;1299227;14950;1%;;;;
00;| Sverige |;40-49;2021-07;Minst 2 doser;1299227;26655;2%;;;;
00;| Sverige |;40-49;2021-08;Minst 2 doser;1299227;33870;3%;;;;
00;| Sverige |;40-49;2021-09;Minst 2 doser;1299227;37527;3%;;;;
00;| Sverige |;40-49;2021-10;Minst 2 doser;1299227;39609;3%;;;;
00;| Sverige |;40-49;2021-11;Minst 2 doser;1299227;41754;3%;;;;
00;| Sverige |;40-49;2021-12;Minst 2 doser;1299227;43517;3%;;;;
00;| Sverige |;40-49;2021-13;Minst 2 doser;1299227;44918;3%;;;;
00;| Sverige |;40-49;2021-14;Minst 2 doser;1299227;46380;4%;;;;
00;| Sverige |;40-49;2021-15;Minst 2 doser;1299227;47867;4%;;;;
00;| Sverige |;40-49;2021-16;Minst 2 doser;1299227;48926;4%;;;;
00;| Sverige |;40-49;2021-17;Minst 2 doser;1299227;50233;4%;;;;
00;| Sverige |;40-49;2021-18;Minst 2 doser;1299227;54136;4%;;;;
00;| Sverige |;40-49;2021-19;Minst 2 doser;1299227;61939;5%;;;;
00;| Sverige |;40-49;2021-20;Minst 2 doser;1299227;74278;6%;;;;
00;| Sverige |;40-49;2021-21;Minst 2 doser;1299227;85563;7%;;;;
00;| Sverige |;40-49;2021-22;Minst 2 doser;1299227;101116;8%;;;;
00;| Sverige |;40-49;2021-23;Minst 2 doser;1299227;122307;9%;;;;
00;| Sverige |;40-49;2021-24;Minst 2 doser;1299227;159224;12%;;;;
00;| Sverige |;40-49;2021-25;Minst 2 doser;1299227;189250;15%;;;;
00;| Sverige |;40-49;2021-26;Minst 2 doser;1299227;224119;17%;;;;
00;| Sverige |;40-49;2021-27;Minst 2 doser;1299227;256157;20%;;;;
00;| Sverige |;40-49;2021-28;Minst 2 doser;1299227;287737;22%;;;;
00;| Sverige |;40-49;2021-29;Minst 2 doser;1299227;370484;29%;;;;
00;| Sverige |;40-49;2021-30;Minst 2 doser;1299227;492918;38%;;;;
00;| Sverige |;40-49;2021-31;Minst 2 doser;1299227;621515;48%;;;;
00;| Sverige |;40-49;2021-32;Minst 2 doser;1299227;760012;58%;;;;
00;| Sverige |;40-49;2021-33;Minst 2 doser;1299227;872103;67%;;;;
00;| Sverige |;40-49;2021-34;Minst 2 doser;1299227;925357;71%;;;;
00;| Sverige |;40-49;2021-35;Minst 2 doser;1299227;955565;74%;;;;
00;| Sverige |;40-49;2021-36;Minst 2 doser;1299227;977501;75%;;;;
00;| Sverige |;40-49;2021-37;Minst 2 doser;1299227;995117;77%;;;;
00;| Sverige |;40-49;2021-38;Minst 2 doser;1299227;1008383;78%;;;;
00;| Sverige |;40-49;2021-39;Minst 2 doser;1299227;1020282;79%;;;;
00;| Sverige |;40-49;2021-40;Minst 2 doser;1299227;1030011;79%;;;;
00;| Sverige |;40-49;2021-41;Minst 2 doser;1299227;1038903;80%;;;;
00;| Sverige |;40-49;2021-42;Minst 2 doser;1299227;1045895;81%;;;;
00;| Sverige |;40-49;2021-43;Minst 2 doser;1299227;1051897;81%;;;;
00;| Sverige |;40-49;2021-44;Minst 2 doser;1299227;1055383;81%;;;;
00;| Sverige |;40-49;2021-45;Minst 2 doser;1299227;1058832;81%;;;;
00;| Sverige |;40-49;2021-46;Minst 2 doser;1299227;1062151;82%;;;;
00;| Sverige |;40-49;2021-47;Minst 2 doser;1299227;1065894;82%;;;;
00;| Sverige |;40-49;2021-48;Minst 2 doser;1299227;1069478;82%;;;;
00;| Sverige |;40-49;2021-49;Minst 2 doser;1299227;1073202;83%;;;;
00;| Sverige |;40-49;2021-50;Minst 2 doser;1299227;1077298;83%;;;;
00;| Sverige |;40-49;2021-51;Minst 2 doser;1299227;1079662;83%;;;;
00;| Sverige |;40-49;2021-52;Minst 2 doser;1299227;1081406;83%;;;;
00;| Sverige |;40-49;2022-01;Minst 2 doser;1299227;1084199;83%;;;;
00;| Sverige |;40-49;2022-02;Minst 2 doser;1299227;1088597;84%;;;;
00;| Sverige |;40-49;2022-03;Minst 2 doser;1299227;1091872;84%;;;;
00;| Sverige |;40-49;2022-04;Minst 2 doser;1299227;1094198;84%;;;;
00;| Sverige |;40-49;2022-05;Minst 2 doser;1299227;1096060;84%;;;;
00;| Sverige |;40-49;2022-06;Minst 2 doser;1299227;1097872;85%;;;;
00;| Sverige |;40-49;2022-07;Minst 2 doser;1299227;1099349;85%;;;;
00;| Sverige |;40-49;2022-08;Minst 2 doser;1299227;1100514;85%;;;;
00;| Sverige |;40-49;2022-09;Minst 2 doser;1299227;1101378;85%;;;;
00;| Sverige |;40-49;2022-10;Minst 2 doser;1299227;1101984;85%;;;;
00;| Sverige |;40-49;2022-11;Minst 2 doser;1299227;1102598;85%;;;;
00;| Sverige |;40-49;2022-12;Minst 2 doser;1299227;1103058;85%;;;;
00;| Sverige |;40-49;2022-13;Minst 2 doser;1299227;1103414;85%;;;;
00;| Sverige |;40-49;2022-14;Minst 2 doser;1299227;1103484;85%;;;;
00;| Sverige |;40-49;2020-52;Minst 3 doser;1299227;0;0%;;;;
00;| Sverige |;40-49;2020-53;Minst 3 doser;1299227;0;0%;;;;
00;| Sverige |;40-49;2021-01;Minst 3 doser;1299227;0;0%;;;;
00;| Sverige |;40-49;2021-02;Minst 3 doser;1299227;0;0%;;;;
00;| Sverige |;40-49;2021-03;Minst 3 doser;1299227;0;0%;;;;
00;| Sverige |;40-49;2021-04;Minst 3 doser;1299227;0;0%;;;;
00;| Sverige |;40-49;2021-05;Minst 3 doser;1299227;0;0%;;;;
00;| Sverige |;40-49;2021-06;Minst 3 doser;1299227;0;0%;;;;
00;| Sverige |;40-49;2021-07;Minst 3 doser;1299227;0;0%;;;;
00;| Sverige |;40-49;2021-08;Minst 3 doser;1299227;0;0%;;;;
00;| Sverige |;40-49;2021-09;Minst 3 doser;1299227;0;0%;;;;
00;| Sverige |;40-49;2021-10;Minst 3 doser;1299227;0;0%;;;;
00;| Sverige |;40-49;2021-11;Minst 3 doser;1299227;0;0%;;;;
00;| Sverige |;40-49;2021-12;Minst 3 doser;1299227;0;0%;;;;
00;| Sverige |;40-49;2021-13;Minst 3 doser;1299227;0;0%;;;;
00;| Sverige |;40-49;2021-14;Minst 3 doser;1299227;0;0%;;;;
00;| Sverige |;40-49;2021-15;Minst 3 doser;1299227;0;0%;;;;
00;| Sverige |;40-49;2021-16;Minst 3 doser;1299227;0;0%;;;;
00;| Sverige |;40-49;2021-17;Minst 3 doser;1299227;0;0%;;;;
00;| Sverige |;40-49;2021-18;Minst 3 doser;1299227;0;0%;;;;
00;| Sverige |;40-49;2021-19;Minst 3 doser;1299227;0;0%;;;;
00;| Sverige |;40-49;2021-20;Minst 3 doser;1299227;0;0%;;;;
00;| Sverige |;40-49;2021-21;Minst 3 doser;1299227;0;0%;;;;
00;| Sverige |;40-49;2021-22;Minst 3 doser;1299227;0;0%;;;;
00;| Sverige |;40-49;2021-23;Minst 3 doser;1299227;0;0%;;;;
00;| Sverige |;40-49;2021-24;Minst 3 doser;1299227;0;0%;;;;
00;| Sverige |;40-49;2021-25;Minst 3 doser;1299227;0;0%;;;;
00;| Sverige |;40-49;2021-26;Minst 3 doser;1299227;0;0%;;;;
00;| Sverige |;40-49;2021-27;Minst 3 doser;1299227;0;0%;;;;
00;| Sverige |;40-49;2021-28;Minst 3 doser;1299227;0;0%;;;;
00;| Sverige |;40-49;2021-29;Minst 3 doser;1299227;0;0%;;;;
00;| Sverige |;40-49;2021-30;Minst 3 doser;1299227;0;0%;;;;
00;| Sverige |;40-49;2021-31;Minst 3 doser;1299227;0;0%;;;;
00;| Sverige |;40-49;2021-32;Minst 3 doser;1299227;0;0%;;;;
00;| Sverige |;40-49;2021-33;Minst 3 doser;1299227;0;0%;;;;
00;| Sverige |;40-49;2021-34;Minst 3 doser;1299227;0;0%;;;;
00;| Sverige |;40-49;2021-35;Minst 3 doser;1299227;24;0%;;;;
00;| Sverige |;40-49;2021-36;Minst 3 doser;1299227;173;0%;;;;
00;| Sverige |;40-49;2021-37;Minst 3 doser;1299227;765;0%;;;;
00;| Sverige |;40-49;2021-38;Minst 3 doser;1299227;1439;0%;;;;
00;| Sverige |;40-49;2021-39;Minst 3 doser;1299227;2102;0%;;;;
00;| Sverige |;40-49;2021-40;Minst 3 doser;1299227;2654;0%;;;;
00;| Sverige |;40-49;2021-41;Minst 3 doser;1299227;3316;0%;;;;
00;| Sverige |;40-49;2021-42;Minst 3 doser;1299227;4284;0%;;;;
00;| Sverige |;40-49;2021-43;Minst 3 doser;1299227;5097;0%;;;;
00;| Sverige |;40-49;2021-44;Minst 3 doser;1299227;7154;1%;;;;
00;| Sverige |;40-49;2021-45;Minst 3 doser;1299227;11637;1%;;;;
00;| Sverige |;40-49;2021-46;Minst 3 doser;1299227;16927;1%;;;;
00;| Sverige |;40-49;2021-47;Minst 3 doser;1299227;24532;2%;;;;
00;| Sverige |;40-49;2021-48;Minst 3 doser;1299227;36441;3%;;;;
00;| Sverige |;40-49;2021-49;Minst 3 doser;1299227;57082;4%;;;;
00;| Sverige |;40-49;2021-50;Minst 3 doser;1299227;89288;7%;;;;
00;| Sverige |;40-49;2021-51;Minst 3 doser;1299227;105430;8%;;;;
00;| Sverige |;40-49;2021-52;Minst 3 doser;1299227;117139;9%;;;;
00;| Sverige |;40-49;2022-01;Minst 3 doser;1299227;140438;11%;;;;
00;| Sverige |;40-49;2022-02;Minst 3 doser;1299227;225543;17%;;;;
00;| Sverige |;40-49;2022-03;Minst 3 doser;1299227;374135;29%;;;;
00;| Sverige |;40-49;2022-04;Minst 3 doser;1299227;496995;38%;;;;
00;| Sverige |;40-49;2022-05;Minst 3 doser;1299227;582311;45%;;;;
00;| Sverige |;40-49;2022-06;Minst 3 doser;1299227;639027;49%;;;;
00;| Sverige |;40-49;2022-07;Minst 3 doser;1299227;673357;52%;;;;
00;| Sverige |;40-49;2022-08;Minst 3 doser;1299227;694697;53%;;;;
00;| Sverige |;40-49;2022-09;Minst 3 doser;1299227;708325;55%;;;;
00;| Sverige |;40-49;2022-10;Minst 3 doser;1299227;718568;55%;;;;
00;| Sverige |;40-49;2022-11;Minst 3 doser;1299227;731876;56%;;;;
00;| Sverige |;40-49;2022-12;Minst 3 doser;1299227;740280;57%;;;;
00;| Sverige |;40-49;2022-13;Minst 3 doser;1299227;747674;58%;;;;
00;| Sverige |;40-49;2022-14;Minst 3 doser;1299227;749510;58%;;;;
00;| Sverige |;50-59;2020-52;Minst 2 doser;1326134;0;0%;;;;
00;| Sverige |;50-59;2020-53;Minst 2 doser;1326134;0;0%;;;;
00;| Sverige |;50-59;2021-01;Minst 2 doser;1326134;0;0%;;;;
00;| Sverige |;50-59;2021-02;Minst 2 doser;1326134;5;0%;;;;
00;| Sverige |;50-59;2021-03;Minst 2 doser;1326134;700;0%;;;;
00;| Sverige |;50-59;2021-04;Minst 2 doser;1326134;2618;0%;;;;
00;| Sverige |;50-59;2021-05;Minst 2 doser;1326134;10508;1%;;;;
00;| Sverige |;50-59;2021-06;Minst 2 doser;1326134;20733;2%;;;;
00;| Sverige |;50-59;2021-07;Minst 2 doser;1326134;36356;3%;;;;
00;| Sverige |;50-59;2021-08;Minst 2 doser;1326134;46225;3%;;;;
00;| Sverige |;50-59;2021-09;Minst 2 doser;1326134;51162;4%;;;;
00;| Sverige |;50-59;2021-10;Minst 2 doser;1326134;54102;4%;;;;
00;| Sverige |;50-59;2021-11;Minst 2 doser;1326134;57263;4%;;;;
00;| Sverige |;50-59;2021-12;Minst 2 doser;1326134;59967;5%;;;;
00;| Sverige |;50-59;2021-13;Minst 2 doser;1326134;62127;5%;;;;
00;| Sverige |;50-59;2021-14;Minst 2 doser;1326134;64360;5%;;;;
00;| Sverige |;50-59;2021-15;Minst 2 doser;1326134;66483;5%;;;;
00;| Sverige |;50-59;2021-16;Minst 2 doser;1326134;68042;5%;;;;
00;| Sverige |;50-59;2021-17;Minst 2 doser;1326134;70046;5%;;;;
00;| Sverige |;50-59;2021-18;Minst 2 doser;1326134;75347;6%;;;;
00;| Sverige |;50-59;2021-19;Minst 2 doser;1326134;85304;6%;;;;
00;| Sverige |;50-59;2021-20;Minst 2 doser;1326134;101455;8%;;;;
00;| Sverige |;50-59;2021-21;Minst 2 doser;1326134;116657;9%;;;;
00;| Sverige |;50-59;2021-22;Minst 2 doser;1326134;138698;10%;;;;
00;| Sverige |;50-59;2021-23;Minst 2 doser;1326134;205412;15%;;;;
00;| Sverige |;50-59;2021-24;Minst 2 doser;1326134;332596;25%;;;;
00;| Sverige |;50-59;2021-25;Minst 2 doser;1326134;460198;35%;;;;
00;| Sverige |;50-59;2021-26;Minst 2 doser;1326134;614582;46%;;;;
00;| Sverige |;50-59;2021-27;Minst 2 doser;1326134;719854;54%;;;;
00;| Sverige |;50-59;2021-28;Minst 2 doser;1326134;805237;61%;;;;
00;| Sverige |;50-59;2021-29;Minst 2 doser;1326134;886355;67%;;;;
00;| Sverige |;50-59;2021-30;Minst 2 doser;1326134;959106;72%;;;;
00;| Sverige |;50-59;2021-31;Minst 2 doser;1326134;1019259;77%;;;;
00;| Sverige |;50-59;2021-32;Minst 2 doser;1326134;1058264;80%;;;;
00;| Sverige |;50-59;2021-33;Minst 2 doser;1326134;1083836;82%;;;;
00;| Sverige |;50-59;2021-34;Minst 2 doser;1326134;1098824;83%;;;;
00;| Sverige |;50-59;2021-35;Minst 2 doser;1326134;1109696;84%;;;;
00;| Sverige |;50-59;2021-36;Minst 2 doser;1326134;1119059;84%;;;;
00;| Sverige |;50-59;2021-37;Minst 2 doser;1326134;1126925;85%;;;;
00;| Sverige |;50-59;2021-38;Minst 2 doser;1326134;1133008;85%;;;;
00;| Sverige |;50-59;2021-39;Minst 2 doser;1326134;1138807;86%;;;;
00;| Sverige |;50-59;2021-40;Minst 2 doser;1326134;1143766;86%;;;;
00;| Sverige |;50-59;2021-41;Minst 2 doser;1326134;1148424;87%;;;;
00;| Sverige |;50-59;2021-42;Minst 2 doser;1326134;1152346;87%;;;;
00;| Sverige |;50-59;2021-43;Minst 2 doser;1326134;1155654;87%;;;;
00;| Sverige |;50-59;2021-44;Minst 2 doser;1326134;1157661;87%;;;;
00;| Sverige |;50-59;2021-45;Minst 2 doser;1326134;1159619;87%;;;;
00;| Sverige |;50-59;2021-46;Minst 2 doser;1326134;1161554;88%;;;;
00;| Sverige |;50-59;2021-47;Minst 2 doser;1326134;1163780;88%;;;;
00;| Sverige |;50-59;2021-48;Minst 2 doser;1326134;1165687;88%;;;;
00;| Sverige |;50-59;2021-49;Minst 2 doser;1326134;1167837;88%;;;;
00;| Sverige |;50-59;2021-50;Minst 2 doser;1326134;1170339;88%;;;;
00;| Sverige |;50-59;2021-51;Minst 2 doser;1326134;1171779;88%;;;;
00;| Sverige |;50-59;2021-52;Minst 2 doser;1326134;1172922;88%;;;;
00;| Sverige |;50-59;2022-01;Minst 2 doser;1326134;1174746;89%;;;;
00;| Sverige |;50-59;2022-02;Minst 2 doser;1326134;1177549;89%;;;;
00;| Sverige |;50-59;2022-03;Minst 2 doser;1326134;1179648;89%;;;;
00;| Sverige |;50-59;2022-04;Minst 2 doser;1326134;1181076;89%;;;;
00;| Sverige |;50-59;2022-05;Minst 2 doser;1326134;1182113;89%;;;;
00;| Sverige |;50-59;2022-06;Minst 2 doser;1326134;1183144;89%;;;;
00;| Sverige |;50-59;2022-07;Minst 2 doser;1326134;1184060;89%;;;;
00;| Sverige |;50-59;2022-08;Minst 2 doser;1326134;1184785;89%;;;;
00;| Sverige |;50-59;2022-09;Minst 2 doser;1326134;1185273;89%;;;;
00;| Sverige |;50-59;2022-10;Minst 2 doser;1326134;1185663;89%;;;;
00;| Sverige |;50-59;2022-11;Minst 2 doser;1326134;1186069;89%;;;;
00;| Sverige |;50-59;2022-12;Minst 2 doser;1326134;1186299;89%;;;;
00;| Sverige |;50-59;2022-13;Minst 2 doser;1326134;1186486;89%;;;;
00;| Sverige |;50-59;2022-14;Minst 2 doser;1326134;1186533;89%;;;;
00;| Sverige |;50-59;2020-52;Minst 3 doser;1326134;0;0%;;;;
00;| Sverige |;50-59;2020-53;Minst 3 doser;1326134;0;0%;;;;
00;| Sverige |;50-59;2021-01;Minst 3 doser;1326134;0;0%;;;;
00;| Sverige |;50-59;2021-02;Minst 3 doser;1326134;0;0%;;;;
00;| Sverige |;50-59;2021-03;Minst 3 doser;1326134;0;0%;;;;
00;| Sverige |;50-59;2021-04;Minst 3 doser;1326134;0;0%;;;;
00;| Sverige |;50-59;2021-05;Minst 3 doser;1326134;0;0%;;;;
00;| Sverige |;50-59;2021-06;Minst 3 doser;1326134;0;0%;;;;
00;| Sverige |;50-59;2021-07;Minst 3 doser;1326134;0;0%;;;;
00;| Sverige |;50-59;2021-08;Minst 3 doser;1326134;0;0%;;;;
00;| Sverige |;50-59;2021-09;Minst 3 doser;1326134;0;0%;;;;
00;| Sverige |;50-59;2021-10;Minst 3 doser;1326134;0;0%;;;;
00;| Sverige |;50-59;2021-11;Minst 3 doser;1326134;0;0%;;;;
00;| Sverige |;50-59;2021-12;Minst 3 doser;1326134;0;0%;;;;
00;| Sverige |;50-59;2021-13;Minst 3 doser;1326134;0;0%;;;;
00;| Sverige |;50-59;2021-14;Minst 3 doser;1326134;0;0%;;;;
00;| Sverige |;50-59;2021-15;Minst 3 doser;1326134;0;0%;;;;
00;| Sverige |;50-59;2021-16;Minst 3 doser;1326134;0;0%;;;;
00;| Sverige |;50-59;2021-17;Minst 3 doser;1326134;0;0%;;;;
00;| Sverige |;50-59;2021-18;Minst 3 doser;1326134;0;0%;;;;
00;| Sverige |;50-59;2021-19;Minst 3 doser;1326134;0;0%;;;;
00;| Sverige |;50-59;2021-20;Minst 3 doser;1326134;0;0%;;;;
00;| Sverige |;50-59;2021-21;Minst 3 doser;1326134;0;0%;;;;
00;| Sverige |;50-59;2021-22;Minst 3 doser;1326134;0;0%;;;;
00;| Sverige |;50-59;2021-23;Minst 3 doser;1326134;0;0%;;;;
00;| Sverige |;50-59;2021-24;Minst 3 doser;1326134;0;0%;;;;
00;| Sverige |;50-59;2021-25;Minst 3 doser;1326134;0;0%;;;;
00;| Sverige |;50-59;2021-26;Minst 3 doser;1326134;0;0%;;;;
00;| Sverige |;50-59;2021-27;Minst 3 doser;1326134;0;0%;;;;
00;| Sverige |;50-59;2021-28;Minst 3 doser;1326134;0;0%;;;;
00;| Sverige |;50-59;2021-29;Minst 3 doser;1326134;0;0%;;;;
00;| Sverige |;50-59;2021-30;Minst 3 doser;1326134;0;0%;;;;
00;| Sverige |;50-59;2021-31;Minst 3 doser;1326134;0;0%;;;;
00;| Sverige |;50-59;2021-32;Minst 3 doser;1326134;0;0%;;;;
00;| Sverige |;50-59;2021-33;Minst 3 doser;1326134;0;0%;;;;
00;| Sverige |;50-59;2021-34;Minst 3 doser;1326134;0;0%;;;;
00;| Sverige |;50-59;2021-35;Minst 3 doser;1326134;80;0%;;;;
00;| Sverige |;50-59;2021-36;Minst 3 doser;1326134;415;0%;;;;
00;| Sverige |;50-59;2021-37;Minst 3 doser;1326134;1460;0%;;;;
00;| Sverige |;50-59;2021-38;Minst 3 doser;1326134;2819;0%;;;;
00;| Sverige |;50-59;2021-39;Minst 3 doser;1326134;4066;0%;;;;
00;| Sverige |;50-59;2021-40;Minst 3 doser;1326134;5144;0%;;;;
00;| Sverige |;50-59;2021-41;Minst 3 doser;1326134;6434;0%;;;;
00;| Sverige |;50-59;2021-42;Minst 3 doser;1326134;8266;1%;;;;
00;| Sverige |;50-59;2021-43;Minst 3 doser;1326134;9825;1%;;;;
00;| Sverige |;50-59;2021-44;Minst 3 doser;1326134;13441;1%;;;;
00;| Sverige |;50-59;2021-45;Minst 3 doser;1326134;21037;2%;;;;
00;| Sverige |;50-59;2021-46;Minst 3 doser;1326134;30151;2%;;;;
00;| Sverige |;50-59;2021-47;Minst 3 doser;1326134;42483;3%;;;;
00;| Sverige |;50-59;2021-48;Minst 3 doser;1326134;61008;5%;;;;
00;| Sverige |;50-59;2021-49;Minst 3 doser;1326134;97330;7%;;;;
00;| Sverige |;50-59;2021-50;Minst 3 doser;1326134;170678;13%;;;;
00;| Sverige |;50-59;2021-51;Minst 3 doser;1326134;215255;16%;;;;
00;| Sverige |;50-59;2021-52;Minst 3 doser;1326134;263224;20%;;;;
00;| Sverige |;50-59;2022-01;Minst 3 doser;1326134;357671;27%;;;;
00;| Sverige |;50-59;2022-02;Minst 3 doser;1326134;530151;40%;;;;
00;| Sverige |;50-59;2022-03;Minst 3 doser;1326134;690354;52%;;;;
00;| Sverige |;50-59;2022-04;Minst 3 doser;1326134;795764;60%;;;;
00;| Sverige |;50-59;2022-05;Minst 3 doser;1326134;855774;65%;;;;
00;| Sverige |;50-59;2022-06;Minst 3 doser;1326134;892993;67%;;;;
00;| Sverige |;50-59;2022-07;Minst 3 doser;1326134;915119;69%;;;;
00;| Sverige |;50-59;2022-08;Minst 3 doser;1326134;928776;70%;;;;
00;| Sverige |;50-59;2022-09;Minst 3 doser;1326134;937474;71%;;;;
00;| Sverige |;50-59;2022-10;Minst 3 doser;1326134;943898;71%;;;;
00;| Sverige |;50-59;2022-11;Minst 3 doser;1326134;952390;72%;;;;
00;| Sverige |;50-59;2022-12;Minst 3 doser;1326134;957394;72%;;;;
00;| Sverige |;50-59;2022-13;Minst 3 doser;1326134;961788;73%;;;;
00;| Sverige |;50-59;2022-14;Minst 3 doser;1326134;962905;73%;;;;
00;| Sverige |;60-69;2020-52;Minst 2 doser;1110029;0;0%;;;;
00;| Sverige |;60-69;2020-53;Minst 2 doser;1110029;0;0%;;;;
00;| Sverige |;60-69;2021-01;Minst 2 doser;1110029;0;0%;;;;
00;| Sverige |;60-69;2021-02;Minst 2 doser;1110029;0;0%;;;;
00;| Sverige |;60-69;2021-03;Minst 2 doser;1110029;738;0%;;;;
